rideId,date,idx,lat,lon,distM,speedKmh,elevM,cadence,powerW
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,340,-37.83145,145.01797,12477.1,21.9,10.5,69.0,63.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,341,-37.83133,145.01834,12513.8,22.5,10.3,71.0,71.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,342,-37.83126,145.01875,12550.5,22.8,10.2,72.0,70.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,343,-37.83126,145.01918,12587.2,22.9,10.1,,79.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,344,-37.83132,145.01953,12623.9,22.2,10.0,71.0,69.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,345,-37.83143,145.01997,12660.6,21.5,9.8,68.0,72.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,346,-37.83152,145.02034,12697.3,19.9,9.9,63.0,98.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,347,-37.83161,145.02071,12734.0,20.3,10.0,64.0,84.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,348,-37.8317,145.02112,12770.7,19.7,9.5,62.0,84.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,349,-37.83181,145.02151,12807.4,19.6,9.3,63.0,65.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,350,-37.83199,145.02187,12844.1,18.5,9.4,59.0,75.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,351,-37.83217,145.02217,12880.8,18.7,9.5,55.0,108.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,352,-37.83239,145.02243,12917.5,20.4,9.6,64.0,84.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,353,-37.83268,145.02263,12954.2,18.9,9.6,60.0,72.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,354,-37.83297,145.02275,12990.9,18.6,9.8,58.0,74.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,355,-37.83331,145.02287,13027.6,18.0,10.2,67.0,78.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,356,-37.8336,145.02307,13064.3,19.5,10.5,78.0,90.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,357,-37.83384,145.0233,13101.0,20.3,10.4,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,358,-37.83403,145.02364,13137.7,19.0,10.1,,
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,359,-37.83412,145.02403,13174.4,18.6,10.0,78.0,115.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,360,-37.83426,145.02435,13211.1,17.5,10.6,60.0,81.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,361,-37.83454,145.0246,13247.8,16.6,11.8,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,362,-37.83479,145.02481,13284.5,17.8,12.4,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,363,-37.83506,145.02507,13321.2,15.6,12.2,,
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,364,-37.83531,145.02533,13357.9,16.3,12.0,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,365,-37.8355,145.02553,13394.5,19.1,11.4,66.0,111.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,366,-37.83569,145.02573,13431.2,20.4,11.0,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,367,-37.83592,145.02597,13467.9,17.7,10.6,,
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,368,-37.83614,145.02617,13504.6,19.0,10.1,69.0,82.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,369,-37.83633,145.02638,13541.3,21.7,9.7,77.0,118.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,370,-37.83648,145.02658,13578.0,21.9,9.4,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,371,-37.83675,145.02684,13614.7,22.0,9.1,75.0,120.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,372,-37.83702,145.02713,13651.4,22.0,8.7,69.0,88.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,373,-37.83729,145.02747,13688.1,22.1,8.3,68.0,92.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,374,-37.83747,145.0278,13724.8,21.5,8.4,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,375,-37.83764,145.02823,13761.5,17.9,8.5,,
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,376,-37.8377,145.02863,13798.2,19.8,8.5,70.0,104.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,377,-37.83776,145.02907,13834.9,20.4,8.5,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,378,-37.83776,145.02953,13871.6,19.0,8.5,,
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,379,-37.83781,145.02991,13908.3,20.6,8.5,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,380,-37.83795,145.03027,13945.0,19.6,8.5,,
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,381,-37.83803,145.03075,13981.7,17.1,8.6,,
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,382,-37.83799,145.03113,14018.4,23.2,8.7,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,383,-37.83786,145.03159,14055.1,21.2,9.7,,
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,384,-37.83778,145.03183,14091.8,26.1,9.6,,
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,385,-37.83766,145.03215,14128.5,28.6,9.2,,
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,386,-37.83757,145.03271,14165.2,24.0,8.4,,
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,387,-37.83759,145.03325,14201.9,21.6,8.1,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,388,-37.83764,145.03375,14238.6,26.1,8.4,87.0,189.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,389,-37.83768,145.03415,14275.3,22.1,8.6,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,390,-37.83778,145.03453,14312.0,14.1,8.9,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,391,-37.83752,145.03471,14348.7,17.2,10.6,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,392,-37.83727,145.03482,14385.4,24.4,11.1,,
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,393,-37.8371,145.0352,14422.1,19.8,11.0,76.0,96.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,394,-37.83715,145.03561,14458.8,23.5,11.5,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,395,-37.83725,145.03598,14495.5,22.9,12.2,81.0,114.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,396,-37.83739,145.03641,14532.2,23.6,12.5,71.0,125.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,397,-37.8375,145.03677,14568.9,25.3,12.6,79.0,97.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,398,-37.83759,145.0372,14605.6,24.8,12.6,71.0,122.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,399,-37.83778,145.03751,14642.3,24.1,12.7,78.0,115.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,400,-37.83801,145.03773,14679.0,24.0,12.9,75.0,106.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,401,-37.83827,145.03806,14715.7,24.5,13.6,77.0,90.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,402,-37.83844,145.03835,14752.4,23.6,14.0,76.0,92.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,403,-37.83855,145.03874,14789.1,23.2,14.3,71.0,131.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,404,-37.83876,145.03908,14825.7,24.3,15.1,76.0,86.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,405,-37.8389,145.03944,14862.4,22.4,16.0,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,406,-37.83918,145.03961,14899.1,22.6,16.5,71.0,119.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,407,-37.83942,145.03981,14935.8,24.6,16.7,74.0,129.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,408,-37.83974,145.04004,14972.5,24.6,17.0,79.0,100.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,409,-37.83998,145.04024,15009.2,22.1,17.1,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,410,-37.84027,145.04039,15045.9,19.3,16.9,60.0,123.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,411,-37.84062,145.04042,15082.6,19.5,17.0,66.0,78.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,412,-37.8409,145.04048,15119.3,19.2,17.1,72.0,84.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,413,-37.84122,145.04056,15156.0,20.3,16.7,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,414,-37.84155,145.04056,15192.7,24.5,16.2,,
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,415,-37.84186,145.04056,15229.4,26.3,15.3,,
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,416,-37.84221,145.0405,15266.1,28.0,14.4,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,417,-37.84252,145.04048,15302.8,22.8,13.5,,
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,418,-37.84285,145.04045,15339.5,24.3,12.9,73.0,134.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,419,-37.84315,145.04048,15376.2,25.1,12.6,79.0,128.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,420,-37.84347,145.04048,15412.9,25.5,12.3,80.0,115.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,421,-37.84384,145.04053,15449.6,24.9,12.3,79.0,110.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,422,-37.84415,145.04053,15486.3,25.4,12.6,80.0,117.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,423,-37.84446,145.0405,15523.0,29.4,12.9,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,424,-37.8447,145.04047,15559.7,30.5,13.1,,
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,425,-37.84507,145.04044,15596.4,21.5,11.6,,
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,426,-37.8454,145.0405,15633.1,22.2,11.5,68.0,140.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,427,-37.8457,145.04068,15669.8,20.7,12.6,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,428,-37.84597,145.04089,15706.5,20.8,12.9,78.0,122.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,429,-37.84624,145.0412,15743.2,21.3,13.3,78.0,105.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,430,-37.84646,145.04149,15779.9,21.3,13.8,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,431,-37.84665,145.04175,15816.6,24.3,13.8,,
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,432,-37.84691,145.04208,15853.3,24.0,13.3,76.0,107.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,433,-37.84715,145.04239,15890.0,23.5,13.1,73.0,89.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,434,-37.84734,145.04265,15926.7,23.6,13.2,76.0,80.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,435,-37.84752,145.043,15963.4,22.1,12.8,73.0,89.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,436,-37.84763,145.04338,16000.1,21.1,12.7,79.0,94.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,437,-37.84774,145.04381,16036.8,19.8,12.9,73.0,99.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,438,-37.84785,145.04414,16073.5,19.4,13.2,70.0,103.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,439,-37.84796,145.04453,16110.2,20.5,13.9,66.0,142.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,440,-37.84807,145.04494,16146.9,24.7,14.3,75.0,135.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,441,-37.84815,145.04533,16183.6,25.3,14.6,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,442,-37.84817,145.04578,16220.2,23.8,14.7,70.0,143.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,443,-37.8482,145.04616,16256.9,25.2,14.6,79.0,124.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,444,-37.84818,145.04654,16293.6,25.0,14.6,79.0,111.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,445,-37.84822,145.047,16330.3,24.8,14.7,78.0,103.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,446,-37.84836,145.04733,16367.0,25.4,14.8,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,447,-37.84856,145.04761,16403.7,23.2,14.9,,
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,448,-37.84878,145.04794,16440.4,23.0,14.8,73.0,77.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,449,-37.84895,145.04831,16477.1,23.8,14.7,75.0,146.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,450,-37.84908,145.04863,16513.8,22.9,14.6,72.0,94.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,451,-37.84919,145.04904,16550.5,23.6,14.7,74.0,135.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,452,-37.84924,145.04941,16587.2,25.4,14.9,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,453,-37.84953,145.04958,16623.9,22.8,14.8,,
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,454,-37.84982,145.04961,16660.6,24.5,14.6,75.0,130.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,455,-37.85007,145.04993,16697.3,23.4,14.5,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,456,-37.85031,145.05017,16734.0,22.2,15.0,70.0,105.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,457,-37.85049,145.05045,16770.7,23.8,15.3,73.0,123.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,458,-37.85067,145.05084,16807.4,25.1,15.6,77.0,103.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,459,-37.85085,145.05115,16844.1,21.3,15.7,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,460,-37.85104,145.05151,16880.8,19.7,15.6,68.0,76.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,461,-37.85118,145.05186,16917.5,17.9,15.7,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,462,-37.85102,145.05196,16954.2,16.7,15.7,57.0,78.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,463,-37.85075,145.05193,16990.9,17.1,15.8,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,464,-37.85049,145.05214,17027.6,18.3,15.8,68.0,79.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,465,-37.8502,145.05243,17064.3,16.3,16.7,68.0,66.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,466,-37.8502,145.05276,17101.0,14.8,17.4,66.0,55.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,467,-37.85041,145.0528,17137.7,15.5,18.8,63.0,110.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,468,-37.8507,145.05267,17174.4,15.3,21.5,73.0,157.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,469,-37.85102,145.05258,17211.1,16.8,23.7,73.0,93.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,470,-37.85134,145.05251,17247.8,15.6,25.2,67.0,74.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,471,-37.85166,145.05244,17284.5,12.6,26.2,47.0,77.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,472,-37.85197,145.05247,17321.2,16.9,27.5,81.0,95.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,473,-37.85232,145.05246,17357.9,12.5,28.3,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,474,-37.85261,145.05247,17394.6,17.9,28.0,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,475,-37.85291,145.05244,17431.3,14.8,27.8,,
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,476,-37.85326,145.05234,17468.0,12.4,25.4,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,477,-37.85344,145.0522,17504.7,10.9,24.7,50.0,50.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,478,-37.85329,145.05183,17541.4,12.3,24.7,60.0,53.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,479,-37.85315,145.05148,17578.1,7.3,24.8,35.0,23.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,480,-37.85323,145.05135,17614.7,15.1,25.3,68.0,149.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,481,-37.85356,145.05125,17651.4,16.8,26.0,88.0,77.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,482,-37.85387,145.05119,17688.1,20.3,27.2,85.0,170.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,483,-37.85416,145.0511,17724.8,13.5,28.7,69.0,50.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,484,-37.85415,145.05083,17761.5,12.9,31.1,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,485,-37.85431,145.05043,17798.2,20.3,31.8,73.0,182.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,486,-37.85464,145.05032,17834.9,23.3,32.3,85.0,144.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,487,-37.85497,145.05026,17871.6,22.6,34.0,76.0,171.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,488,-37.85524,145.0502,17908.3,23.1,35.5,86.0,117.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,489,-37.85558,145.05014,17945.0,22.4,37.3,83.0,110.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,490,-37.85589,145.05011,17981.7,21.4,39.3,79.0,91.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,491,-37.8562,145.05003,18018.4,22.1,41.7,,83.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,492,-37.85653,145.04997,18055.1,23.2,43.7,85.0,105.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,493,-37.85682,145.04994,18091.8,24.2,45.1,88.0,106.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,494,-37.85717,145.04987,18128.5,23.6,46.8,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,495,-37.85749,145.04979,18165.2,23.5,48.1,84.0,105.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,496,-37.85781,145.04974,18201.9,23.7,49.0,0.0,0.0
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,497,-37.85816,145.04968,18238.6,18.5,49.9,,
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,498,-37.85844,145.04962,18275.3,18.1,50.2,,
3e801580-1658-11f0-be0f-000463adda64,2025-04-11,499,-37.85875,145.04968,18312.0,2.0,49.1,0.0,0.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,0,,,0.0,0.0,,0.0,0.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,1,,,104.3,19.3,,77.0,0.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,2,,,208.7,26.1,,0.0,0.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,3,,,313.0,31.8,,0.0,
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,4,,,417.3,36.1,,,
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,5,,,521.7,10.6,,25.0,62.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,6,,,626.0,23.1,,0.0,0.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,7,,,730.3,15.6,,49.0,43.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,8,,,834.7,15.1,,55.0,104.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,9,,,939.0,5.5,,0.0,0.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,10,,,1043.3,22.7,,0.0,0.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,11,,,1147.7,21.5,,,
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,12,,,1252.0,12.9,,0.0,
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,13,,,1356.3,17.7,,57.0,92.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,14,,,1460.7,23.6,,70.0,83.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,15,,,1565.0,21.9,,68.0,91.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,16,,,1669.3,16.4,,59.0,156.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,17,,,1773.7,26.8,,0.0,0.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,18,,,1878.0,21.8,,82.0,132.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,19,,,1982.3,27.4,,85.0,48.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,20,,,2086.7,22.7,,72.0,105.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,21,,,2191.0,17.6,,0.0,0.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,22,,,2295.3,22.6,,72.0,92.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,23,,,2399.7,23.3,,65.0,88.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,24,,,2504.0,21.9,,61.0,101.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,25,,,2608.3,18.0,,0.0,0.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,26,,,2712.6,21.5,,66.0,137.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,27,,,2817.0,21.6,,69.0,165.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,28,,,2921.3,22.0,,56.0,91.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,29,,,3025.6,18.4,,70.0,157.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,30,,,3130.0,24.8,,69.0,124.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,31,,,3234.3,24.7,,79.0,109.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,32,,,3338.6,22.4,,66.0,67.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,33,,,3443.0,20.8,,66.0,109.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,34,,,3547.3,15.6,,0.0,0.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,35,,,3651.6,21.5,,75.0,140.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,36,,,3756.0,26.3,,74.0,111.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,37,,,3860.3,25.9,,73.0,124.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,38,,,3964.6,25.6,,72.0,119.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,39,,,4069.0,19.4,,65.0,109.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,40,,,4173.3,25.9,,79.0,119.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,41,,,4277.6,24.4,,71.0,106.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,42,,,4382.0,25.7,,69.0,150.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,43,,,4486.3,24.1,,59.0,115.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,44,,,4590.6,24.7,,77.0,96.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,45,,,4695.0,24.2,,85.0,64.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,46,,,4799.3,22.4,,85.0,152.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,47,,,4903.6,22.6,,73.0,123.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,48,,,5008.0,23.5,,88.0,137.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,49,,,5112.3,24.8,,79.0,102.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,50,,,5216.6,19.6,,66.0,145.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,51,,,5321.0,21.5,,78.0,180.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,52,,,5425.3,21.3,,88.0,113.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,53,,,5529.6,14.8,,57.0,193.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,54,,,5634.0,22.8,,83.0,116.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,55,,,5738.3,20.9,,78.0,122.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,56,,,5842.6,25.9,,73.0,90.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,57,,,5947.0,24.7,,69.0,145.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,58,,,6051.3,22.4,,70.0,144.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,59,,,6155.6,22.8,,72.0,129.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,60,,,6260.0,22.0,,70.0,129.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,61,,,6364.3,17.9,,0.0,0.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,62,,,6468.6,31.5,,0.0,0.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,63,,,6573.0,12.5,,0.0,
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,64,,,6677.3,21.8,,80.0,124.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,65,,,6781.6,23.2,,83.0,78.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,66,,,6886.0,26.3,,74.0,125.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,67,,,6990.3,21.6,,79.0,147.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,68,,,7094.6,24.8,,80.0,97.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,69,,,7199.0,27.6,,76.0,103.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,70,,,7303.3,26.1,,69.0,139.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,71,,,7407.6,25.1,,71.0,151.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,72,,,7512.0,30.2,,79.0,108.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,73,,,7616.3,32.8,,70.0,165.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,74,,,7720.6,22.6,,67.0,207.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,75,,,7824.9,26.4,,0.0,0.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,76,,,7929.3,17.7,,94.0,72.0
a996ac00-3203-11f0-be0f-000463adda64,2025-05-16,77,,,8033.6,22.9,,94.0,110.0
